id,name,acronym,parent_structure_id,depth,cell count,area (mm^3),density (cells/mm^3)
10084,"right Primary somatosensory area, upper limb, layer 6a",SSp-ul6a-R,79,9,0.0,0.0,
80,"left Primary somatosensory area, upper limb, layer 1",SSp-ul1-L,79,9,0.0,0.0,
10080,"right Primary somatosensory area, upper limb, layer 1",SSp-ul1-R,79,9,0.0,0.0,
84,"left Primary somatosensory area, upper limb, layer 6a",SSp-ul6a-L,79,9,0.0,0.0,
10078,"right Primary somatosensory area, mouth, layer 6b",SSp-m6b-R,72,9,0.0,0.0,
83,"left Primary somatosensory area, upper limb, layer 5",SSp-ul5-L,79,9,0.0,0.0,
10083,"right Primary somatosensory area, upper limb, layer 5",SSp-ul5-R,79,9,0.0,0.0,
338,"left Retrosplenial area, ventral part, layer 6b",RSPv6b-L,332,8,0.0,0.0,
10350,"right Anterior area, layer 5",VISa5-R,346,8,0.0,0.0,
350,"left Anterior area, layer 5",VISa5-L,346,8,0.0,0.0,
10349,"right Anterior area, layer 4",VISa4-R,346,8,0.0,0.0,
349,"left Anterior area, layer 4",VISa4-L,346,8,0.0,0.0,
10348,"right Anterior area, layer 2/3",VISa2/3-R,346,8,0.0,0.0,
